,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
204,2015-10-21,11.866588363985299,-8.655316678412147,33.73185887336022,11.866588363985299,11.866588363985299,0.2540078417701622,0.2540078417701622,0.2540078417701622,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296888473,-0.18304992296888473,-0.18304992296888473,1.493109219359906,1.493109219359906,1.493109219359906,0.0,0.0,0.0,12.120596205755461
205,2015-10-22,11.857713770796211,-8.51921364764417,32.6361500982085,11.857713770796213,11.857713770796213,0.4063197798701043,0.4063197798701043,0.4063197798701043,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050894255,-0.5576679050894255,-0.5576679050894255,2.020039139580389,2.020039139580389,2.020039139580389,0.0,0.0,0.0,12.264033550666316
206,2015-10-23,11.848839177607127,-7.596506617090481,33.29874926311834,11.848839177607127,11.848839177607127,1.0714977258094758,1.0714977258094758,1.0714977258094758,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169453136917,-0.45987169453136917,-0.45987169453136917,2.587420874961704,2.587420874961704,2.587420874961704,0.0,0.0,0.0,12.920336903416603
207,2015-10-24,11.83996458441804,-7.704134101963658,35.04535653571699,11.839964584418041,11.839964584418041,2.110389062238788,2.110389062238788,2.110389062238788,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.02675662574908331,-0.02675662574908331,-0.02675662574908331,3.1931971426087307,3.1931971426087307,3.1931971426087307,0.0,0.0,0.0,13.950353646656827
208,2015-10-25,11.831089991228955,-6.845010498599398,34.269165365115704,11.831089991228954,11.831089991228954,2.266223292752898,2.266223292752898,2.266223292752898,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971667228,-0.5122059971667228,-0.5122059971667228,3.83448074454048,3.83448074454048,3.83448074454048,0.0,0.0,0.0,14.097313283981853
209,2015-10-26,11.822215398039868,-1.8630826129303686,38.01928418194529,11.822215398039868,11.822215398039868,5.242423210347311,5.242423210347311,5.242423210347311,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.790919543007522,1.790919543007522,1.790919543007522,4.507555121960649,4.507555121960649,4.507555121960649,0.0,0.0,0.0,17.064638608387177
210,2015-10-27,11.81334080485078,-4.794692168273245,37.44001386026519,11.81334080485078,11.81334080485078,4.100477306698568,4.100477306698568,4.100477306698568,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750691983,-0.05136739750691983,-0.05136739750691983,5.207896158826347,5.207896158826347,5.207896158826347,0.0,0.0,0.0,15.913818111549347
211,2015-10-28,11.804466211661696,-4.282024850654909,39.19438544040224,11.804466211661696,11.804466211661696,4.691114326260822,4.691114326260822,4.691114326260822,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992297024758,-0.18304992297024758,-0.18304992297024758,5.930215703851928,5.930215703851928,5.930215703851928,0.0,0.0,0.0,16.495580537922518
212,2015-10-29,11.795591618472608,-4.027100506411099,35.96325477920106,11.795591618472608,11.795591618472608,5.0548073053682705,5.0548073053682705,5.0548073053682705,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050929056,-0.5576679050929056,-0.5576679050929056,6.668526665082036,6.668526665082036,6.668526665082036,0.0,0.0,0.0,16.850398923840878
213,2015-10-30,11.786717025283524,-3.2361667337813325,39.121276807342895,11.786717025283524,11.786717025283524,5.900305753374137,5.900305753374137,5.900305753374137,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945274818,-0.4598716945274818,-0.4598716945274818,7.4162289025224775,7.4162289025224775,7.4162289025224775,0.0,0.0,0.0,17.68702277865766
214,2015-10-31,11.777842432094436,-4.005331221501195,39.66009265373832,11.777842432094436,11.777842432094436,7.083406440125459,7.083406440125459,7.083406440125459,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.02675662574825115,-0.02675662574825115,-0.02675662574825115,8.166214520494568,8.166214520494568,8.166214520494568,0.0,0.0,0.0,18.861248872219896
215,2015-11-01,11.76896783890535,-1.1322535729569438,40.7023969248505,11.76896783890535,11.76896783890535,7.342733109421043,7.342733109421043,7.342733109421043,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971645174,-0.5122059971645174,-0.5122059971645174,8.91099056120642,8.91099056120642,8.91099056120642,0.0,0.0,0.0,19.111700948326394
216,2015-11-02,11.760093245716265,1.7670321471243646,43.63065360893727,11.760093245716265,11.760093245716265,10.377684631370142,10.377684631370142,10.377684631370142,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430081413,1.7909195430081413,1.7909195430081413,9.642816542982859,9.642816542982859,9.642816542982859,0.0,0.0,0.0,22.137777877086407
217,2015-11-03,11.751218652527177,-0.0994910203042635,42.79075174744365,11.751218652527177,11.751218652527177,9.246434935743402,9.246434935743402,9.246434935743402,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750725784,-0.05136739750725784,-0.05136739750725784,10.353853787871518,10.353853787871518,10.353853787871518,0.0,0.0,0.0,20.99765358827058
218,2015-11-04,11.742344059338093,1.6059800180213,42.90792660903904,11.742344059338093,11.742344059338093,9.797221682585192,9.797221682585192,9.797221682585192,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296742498,-0.18304992296742498,-0.18304992296742498,11.036323060173476,11.036323060173476,11.036323060173476,0.0,0.0,0.0,21.539565741923283
219,2015-11-05,11.733469466149005,0.28356325583085457,42.98389908058966,11.733469466149005,11.733469466149005,10.068947343864515,10.068947343864515,10.068947343864515,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050874314,-0.5576679050874314,-0.5576679050874314,11.682666703572806,11.682666703572806,11.682666703572806,0.0,0.0,0.0,21.80241681001352
220,2015-11-06,11.72459487295992,0.5812020685054049,42.90124391269923,11.72459487295992,11.72459487295992,10.769788082460902,10.769788082460902,10.769788082460902,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945286882,-0.4598716945286882,-0.4598716945286882,12.285711231610447,12.285711231610447,12.285711231610447,0.0,0.0,0.0,22.49438295542082
221,2015-11-07,11.715720279770833,3.1164082281136656,45.32440779850788,11.715720279770833,11.715720279770833,11.756018122616302,11.756018122616302,11.756018122616302,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625747439863,-0.026756625747439863,-0.026756625747439863,12.8388262029846,12.8388262029846,12.8388262029846,0.0,0.0,0.0,23.471738402387135
222,2015-11-08,11.706845686581747,2.706519410446073,45.27595651031267,11.706845686581747,11.706845686581747,11.767817753355134,11.767817753355134,11.767817753355134,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971640468,-0.5122059971640468,-0.5122059971640468,13.33607520514004,13.33607520514004,13.33607520514004,0.0,0.0,0.0,23.474663439936883
223,2015-11-09,11.697971093392662,5.313931659108101,47.34899290379488,11.697971093392662,11.697971093392662,14.507222967666157,14.507222967666157,14.507222967666157,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.790919543007115,1.790919543007115,1.790919543007115,13.772354879279902,13.772354879279902,13.772354879279902,0.0,0.0,0.0,26.20519406105882
224,2015-11-10,11.689096500203576,2.436186846144937,47.10204030847455,11.689096500203576,11.689096500203576,13.03609929398104,13.03609929398104,13.03609929398104,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.051367397507629406,-0.051367397507629406,-0.051367397507629406,14.14351814610953,14.14351814610953,14.14351814610953,0.0,0.0,0.0,24.725195794184614
225,2015-11-11,11.680221907014488,4.32210074073593,45.61298189113123,11.680221907014488,11.680221907014488,13.20737675225169,13.20737675225169,13.20737675225169,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.1830499229718441,-0.1830499229718441,-0.1830499229718441,14.446478129844394,14.446478129844394,14.446478129844394,0.0,0.0,0.0,24.887598659266178
226,2015-11-12,11.671347313825402,2.264895993849021,45.719621570679394,11.671347313825402,11.671347313825402,13.065570360821734,13.065570360821734,13.065570360821734,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050909115,-0.5576679050909115,-0.5576679050909115,14.679289720533506,14.679289720533506,14.679289720533506,0.0,0.0,0.0,24.736917674647138
227,2015-11-13,11.662472720636316,1.9884836584280416,46.3532425770611,11.662472720636316,11.662472720636316,13.325283101281002,13.325283101281002,13.325283101281002,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945298947,-0.4598716945298947,-0.4598716945298947,14.841206250431757,14.841206250431757,14.841206250431757,0.0,0.0,0.0,24.987755821917318
228,2015-11-14,11.65359812744723,3.415780722706251,46.1939703029813,11.65359812744723,11.65359812744723,13.849901295031117,13.849901295031117,13.849901295031117,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625746628425,-0.026756625746628425,-0.026756625746628425,14.932709375398604,14.932709375398604,14.932709375398604,0.0,0.0,0.0,25.50349942247835
229,2015-11-15,11.644723534258144,3.0539397494698037,48.508778176216964,11.644723534258144,11.644723534258144,13.387253478801098,13.387253478801098,13.387253478801098,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971618415,-0.5122059971618415,-0.5122059971618415,14.955510930583797,14.955510930583797,14.955510930583797,0.0,0.0,0.0,25.03197701305924
230,2015-11-16,11.635848941069057,7.153492477488296,49.35768894310004,11.635848941069057,11.635848941069057,15.647394341267843,15.647394341267843,15.647394341267843,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430070317,1.7909195430070317,1.7909195430070317,14.912526252881669,14.912526252881669,14.912526252881669,0.0,0.0,0.0,27.283243282336898
231,2015-11-17,11.661554686111002,4.462222208389159,46.13886358938408,11.661554686111002,11.661554686111002,13.700400358618928,13.700400358618928,13.700400358618928,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750796727,-0.05136739750796727,-0.05136739750796727,14.807819210747754,14.807819210747754,14.807819210747754,0.0,0.0,0.0,25.361955044729932
232,2015-11-18,11.687260431152943,4.156503414330324,45.00235596269782,11.687260431152943,11.687260431152943,13.407418556744377,13.407418556744377,13.407418556744377,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296902134,-0.18304992296902134,-0.18304992296902134,14.64651993433426,14.64651993433426,14.64651993433426,0.0,0.0,0.0,25.094678987897318
233,2015-11-19,11.712966176194884,3.5053019075222567,46.25320302977788,11.712966176194884,11.712966176194884,12.820997614538525,12.820997614538525,12.820997614538525,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050894341,-0.5576679050894341,-0.5576679050894341,14.434716974248817,14.434716974248817,14.434716974248817,0.0,0.0,0.0,24.53396379073341
234,2015-11-20,11.73867192123683,3.993739094880058,44.04410247692072,11.73867192123683,11.73867192123683,12.663403165584187,12.663403165584187,12.663403165584187,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945311013,-0.4598716945311013,-0.4598716945311013,14.179326314736148,14.179326314736148,14.179326314736148,0.0,0.0,0.0,24.402075086821014
235,2015-11-21,11.764377666278769,3.0341393694567182,46.474451878687226,11.764377666278769,11.764377666278769,12.805132226236532,12.805132226236532,12.805132226236532,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625749393772,-0.026756625749393772,-0.026756625749393772,13.887940306606783,13.887940306606783,13.887940306606783,0.0,0.0,0.0,24.5695098925153
236,2015-11-22,11.790083411320712,3.2265875852659294,45.06469952719331,11.790083411320712,11.790083411320712,12.000402696492483,12.000402696492483,12.000402696492483,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971654889,-0.5122059971654889,-0.5122059971654889,13.56866014827883,13.56866014827883,13.56866014827883,0.0,0.0,0.0,23.790486107813194
237,2015-11-23,11.815789156362657,5.249892696944189,47.164090960840426,11.815789156362657,11.815789156362657,13.964784101502762,13.964784101502762,13.964784101502762,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430076508,1.7909195430076508,1.7909195430076508,13.22991601311597,13.22991601311597,13.22991601311597,0.0,0.0,0.0,25.78057325786542
238,2015-11-24,11.841494901404594,2.906690680850909,44.12061051376909,11.841494901404594,11.841494901404594,11.77286043178297,11.77286043178297,11.77286043178297,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750830543,-0.05136739750830543,-0.05136739750830543,12.880279283912136,12.880279283912136,12.880279283912136,0.0,0.0,0.0,23.614355333187564
239,2015-11-25,11.86720064644654,3.503208838015194,46.54557942543271,11.86720064644654,11.86720064644654,11.289170221909304,11.289170221909304,11.289170221909304,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992297038436,-0.18304992297038436,-0.18304992297038436,12.528271599500549,12.528271599500549,12.528271599500549,0.0,0.0,0.0,23.156370868355843
240,2015-11-26,11.89290639148848,1.2252373179466534,42.488737048840115,11.89290639148848,11.89290639148848,10.568456176596431,10.568456176596431,10.568456176596431,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050898781,-0.5576679050898781,-0.5576679050898781,12.182175536307165,12.182175536307165,12.182175536307165,0.0,0.0,0.0,22.461362568084912
241,2015-11-27,11.918612136530422,0.22062958183132395,45.00588648704844,11.918612136530422,11.918612136530422,10.333928585582138,10.333928585582138,10.333928585582138,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945272139,-0.4598716945272139,-0.4598716945272139,11.84985173473021,11.84985173473021,11.84985173473021,0.0,0.0,0.0,22.25254072211256
242,2015-11-28,11.944317881572367,2.0544310828314174,42.95745889827389,11.944317881572367,11.944317881572367,10.455759055470715,10.455759055470715,10.455759055470715,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625744984906,-0.026756625744984906,-0.026756625744984906,11.53856713583656,11.53856713583656,11.53856713583656,0.0,0.0,0.0,22.40007693704308
243,2015-11-29,11.970023626614308,1.4642057832307938,43.89335853812227,11.970023626614308,11.970023626614308,9.686581269249688,9.686581269249688,9.686581269249688,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971632835,-0.5122059971632835,-0.5122059971632835,11.254838721033831,11.254838721033831,11.254838721033831,0.0,0.0,0.0,21.656604895863996
244,2015-11-30,11.99572937165625,2.0870030869903062,43.4041880990894,11.99572937165625,11.99572937165625,11.739164841135436,11.739164841135436,11.739164841135436,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430073275,1.7909195430073275,1.7909195430073275,11.004296752748969,11.004296752748969,11.004296752748969,0.0,0.0,0.0,23.734894212791687
245,2015-12-01,12.021435116698191,0.4897781338485422,43.3403287943438,12.021435116698191,12.021435116698191,9.684152155841959,9.684152155841959,9.684152155841959,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750864329,-0.05136739750864329,-0.05136739750864329,10.791571007971461,10.791571007971461,10.791571007971461,0.0,0.0,0.0,21.70558727254015
246,2015-12-02,12.047140861740132,1.5626464171772816,45.07237793349654,12.047140861740132,12.047140861740132,9.381101514539862,9.381101514539862,9.381101514539862,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296643247,-0.18304992296643247,-0.18304992296643247,10.620202892127155,10.620202892127155,10.620202892127155,0.0,0.0,0.0,21.428242376279997
247,2015-12-03,12.072846606782077,0.652791964906237,44.23095232149079,12.072846606782077,12.072846606782077,8.878866274776197,8.878866274776197,8.878866274776197,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050884007,-0.5576679050884007,-0.5576679050884007,10.492585634485456,10.492585634485456,10.492585634485456,0.0,0.0,0.0,20.951712881558272
248,2015-12-04,12.098552351824019,2.0656319467029314,42.34591584152115,12.098552351824019,12.098552351824019,8.894010867692268,8.894010867692268,8.894010867692268,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169452367266,-0.45987169452367266,-0.45987169452367266,10.409934016836798,10.409934016836798,10.409934016836798,0.0,0.0,0.0,20.992563219516285
249,2015-12-05,12.12425809686596,2.064352818815844,42.989704647397495,12.12425809686596,12.12425809686596,9.289476214766651,9.289476214766651,9.289476214766651,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.02675662574777097,-0.02675662574777097,-0.02675662574777097,10.37228429513528,10.37228429513528,10.37228429513528,0.0,0.0,0.0,21.41373431163261
250,2015-12-06,12.149963841907905,-1.4737819518573558,41.72044725493088,12.149963841907905,12.149963841907905,8.810266709275338,8.810266709275338,8.810266709275338,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971651963,-0.5122059971651963,-0.5122059971651963,10.378524161061392,10.378524161061392,10.378524161061392,0.0,0.0,0.0,20.960230551183244
251,2015-12-07,12.175669586949843,2.5650143819722193,43.802901644877586,12.175669586949843,12.175669586949843,11.16131986810965,11.16131986810965,11.16131986810965,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430072435,1.7909195430072435,1.7909195430072435,10.426451779723266,10.426451779723266,10.426451779723266,0.0,0.0,0.0,23.336989455059495
252,2015-12-08,12.201375331991787,0.4534996640586347,42.84731065365925,12.201375331991787,12.201375331991787,9.405443301422414,9.405443301422414,9.405443301422414,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.051367397509015006,-0.051367397509015006,-0.051367397509015006,10.512862153552287,10.512862153552287,10.512862153552287,0.0,0.0,0.0,21.6068186334142
253,2015-12-09,12.22708107703373,-0.37916553015381643,44.19720740613279,12.22708107703373,12.22708107703373,9.394556945511443,9.394556945511443,9.394556945511443,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.1830499229719808,-0.1830499229719808,-0.1830499229719808,10.633658323104282,10.633658323104282,10.633658323104282,0.0,0.0,0.0,21.621638022545174
254,2015-12-10,12.25278682207567,-0.8293735305831623,42.09345091831605,12.25278682207567,12.25278682207567,9.170264883921812,9.170264883921812,9.170264883921812,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050918807,-0.5576679050918807,-0.5576679050918807,10.783984243634551,10.783984243634551,10.783984243634551,0.0,0.0,0.0,21.42305170599748
255,2015-12-11,12.278492567117615,0.9037108963355999,42.713622844987555,12.278492567117615,12.278492567117615,9.442452442053906,9.442452442053906,9.442452442053906,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169452962684,-0.45987169452962684,-0.45987169452962684,10.958375591204392,10.958375591204392,10.958375591204392,0.0,0.0,0.0,21.720945009171523
256,2015-12-12,12.304198312159556,1.9403630600086232,44.371822314183476,12.304198312159556,12.304198312159556,10.06811618982058,10.06811618982058,10.06811618982058,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625746959608,-0.026756625746959608,-0.026756625746959608,11.1509242701884,11.1509242701884,11.1509242701884,0.0,0.0,0.0,22.372314501980135
257,2015-12-13,12.329904057201498,-0.2603670566685876,42.77487320332083,12.329904057201498,12.329904057201498,9.787194577545408,9.787194577545408,9.787194577545408,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.512205997167109,-0.512205997167109,-0.512205997167109,11.355452029333376,11.355452029333376,11.355452029333376,0.0,0.0,0.0,22.117098634746906
258,2015-12-14,12.355609802243443,3.3754913355356715,45.30297504782067,12.355609802243443,12.355609802243443,12.30055644476495,12.30055644476495,12.30055644476495,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430073916,1.7909195430073916,1.7909195430073916,11.565688356378418,11.565688356378418,11.565688356378418,0.0,0.0,0.0,24.656166247008393
259,2015-12-15,12.38131554728538,1.0719234741344172,44.32930048135584,12.38131554728538,12.38131554728538,10.668028866549784,10.668028866549784,10.668028866549784,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.051367397506768574,-0.051367397506768574,-0.051367397506768574,11.775447718677412,11.775447718677412,11.775447718677412,0.0,0.0,0.0,23.049344413835165
260,2015-12-16,12.407021292327325,1.9856666536298675,43.49023505362931,12.407021292327325,12.407021292327325,10.739699874877024,10.739699874877024,10.739699874877024,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.1830499229691582,-0.1830499229691582,-0.1830499229691582,11.97880125246704,11.97880125246704,11.97880125246704,0.0,0.0,0.0,23.146721167204348
261,2015-12-17,12.432727037369267,2.0883209192184293,43.346730457617426,12.432727037369267,12.432727037369267,10.55651881577832,10.55651881577832,10.55651881577832,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.557667905085446,-0.557667905085446,-0.557667905085446,12.170238175484624,12.170238175484624,12.170238175484624,0.0,0.0,0.0,22.989245853147587
262,2015-12-18,12.458432782411208,2.6575277984829215,43.93580086771881,12.458432782411208,12.458432782411208,10.828889353004305,10.828889353004305,10.828889353004305,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169452573945,-0.45987169452573945,-0.45987169452573945,12.344812502150901,12.344812502150901,12.344812502150901,0.0,0.0,0.0,23.287322135415515
263,2015-12-19,12.484138527453153,3.4291490013798436,44.92489268115792,12.484138527453153,12.484138527453153,11.415462988464633,11.415462988464633,11.415462988464633,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625746127374,-0.026756625746127374,-0.026756625746127374,12.49827106883162,12.49827106883162,12.49827106883162,0.0,0.0,0.0,23.899601515917787
264,2015-12-20,12.509844272495092,2.1983982742523334,43.1169320980962,12.509844272495092,12.509844272495092,11.058901965260732,11.058901965260732,11.058901965260732,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971666385,-0.5122059971666385,-0.5122059971666385,12.627159417048231,12.627159417048231,12.627159417048231,0.0,0.0,0.0,23.568746237755825
265,2015-12-21,12.535550017537036,6.976241893229915,47.98448956363292,12.535550017537034,12.535550017537034,13.463770807984003,13.463770807984003,13.463770807984003,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430080111,1.7909195430080111,1.7909195430080111,12.728902719596853,12.728902719596853,12.728902719596853,0.0,0.0,0.0,25.99932082552104
266,2015-12-22,12.56125576257898,2.430604351204637,44.904783081193365,12.56125576257898,12.56125576257898,11.694440798380727,11.694440798380727,11.694440798380727,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.051367397509690806,-0.051367397509690806,-0.051367397509690806,12.801859650511275,12.801859650511275,12.801859650511275,0.0,0.0,0.0,24.255696560959706
267,2015-12-23,12.586961507620918,2.3014611641526637,46.12195149376698,12.586961507620918,12.586961507620918,11.606246496829334,11.606246496829334,11.606246496829334,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296826267,-0.18304992296826267,-0.18304992296826267,12.845347874418454,12.845347874418454,12.845347874418454,0.0,0.0,0.0,24.193208004450252
268,2015-12-24,12.612667252662863,3.3332398450164864,45.05592929258672,12.612667252662863,12.612667252662863,11.245921282409967,11.245921282409967,11.245921282409967,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050898866,-0.5576679050898866,-0.5576679050898866,12.859640642120711,12.859640642120711,12.859640642120711,0.0,0.0,0.0,23.85858853507283
269,2015-12-25,12.638372997704804,2.049090792055069,43.758362299120066,12.638372997704806,12.638372997704806,11.330011655142053,11.330011655142053,11.330011655142053,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945269459,-0.4598716945269459,-0.4598716945269459,12.845934804289858,12.845934804289858,12.845934804289858,0.0,0.0,0.0,23.968384652846858
270,2015-12-26,12.664078742746746,3.4931020559236243,44.86481176488281,12.664078742746746,12.664078742746746,11.72348329003395,11.72348329003395,11.72348329003395,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.02675662574531609,-0.02675662574531609,-0.02675662574531609,12.806291370400126,12.806291370400126,12.806291370400126,0.0,0.0,0.0,24.387562032780696
271,2015-12-27,12.68978448778869,2.069786225284399,43.63141099233769,12.689784487788689,12.689784487788689,11.175293070643232,11.175293070643232,11.175293070643232,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971644332,-0.5122059971644332,-0.5122059971644332,12.743550522428524,12.743550522428524,12.743550522428524,0.0,0.0,0.0,23.86507755843192
272,2015-12-28,12.715490232830632,3.9959241417633917,48.09634162070104,12.715490232830632,12.715490232830632,13.396091808389105,13.396091808389105,13.396091808389105,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430076874,1.7909195430076874,1.7909195430076874,12.661223720002276,12.661223720002276,12.661223720002276,0.0,0.0,0.0,26.111582041219737
273,2015-12-29,12.741195977872573,1.6658629088559476,43.447250006812126,12.741195977872573,12.741195977872573,11.455947332802577,11.455947332802577,11.455947332802577,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739751006252,-0.05136739751006252,-0.05136739751006252,12.563366184933498,12.563366184933498,12.563366184933498,0.0,0.0,0.0,24.197143310675152
274,2015-12-30,12.766901722914515,3.316677845273132,45.49290128056861,12.766901722914515,12.766901722914515,11.21533223222121,11.21533223222121,11.21533223222121,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296962547,-0.18304992296962547,-0.18304992296962547,12.454433609811694,12.454433609811694,12.454433609811694,0.0,0.0,0.0,23.982233955135726
275,2015-12-31,12.792607467956456,0.8645057064363271,43.85528160464969,12.792607467956456,12.792607467956456,10.725408021963696,10.725408021963696,10.725408021963696,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050884094,-0.5576679050884094,-0.5576679050884094,12.339127381672963,12.339127381672963,12.339127381672963,0.0,0.0,0.0,23.518015489920153
276,2016-01-01,12.818313212998401,3.220294959576419,46.366330576800365,12.818313212998401,12.818313212998401,10.706309785753344,10.706309785753344,10.706309785753344,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169452815246,-0.45987169452815246,-0.45987169452815246,12.222232934902355,12.222232934902355,12.222232934902355,0.0,0.0,0.0,23.524622998751745
277,2016-01-02,12.844018958040342,4.087427767651091,45.54830115707669,12.844018958040342,12.844018958040342,11.025647957914757,11.025647957914757,11.025647957914757,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625748102225,-0.026756625748102225,-0.026756625748102225,12.108456038283718,12.108456038283718,12.108456038283718,0.0,0.0,0.0,23.8696669159551
278,2016-01-03,12.869724703082284,0.9621343427423721,43.53320110494549,12.869724703082284,12.869724703082284,10.43400442211982,10.43400442211982,10.43400442211982,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971680807,-0.5122059971680807,-0.5122059971680807,12.002261873908758,12.002261873908758,12.002261873908758,0.0,0.0,0.0,23.303729125202103
279,2016-01-04,12.895430448124229,4.861515958916717,47.92826692516873,12.895430448124229,12.895430448124229,12.642589767482965,12.642589767482965,12.642589767482965,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430076041,1.7909195430076041,1.7909195430076041,11.90772167909622,11.90772167909622,11.90772167909622,0.0,0.0,0.0,25.538020215607194
280,2016-01-05,12.921136193166166,3.202776027237828,44.308080826098895,12.921136193166166,12.921136193166166,10.720952646752517,10.720952646752517,10.720952646752517,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.051367397507816166,-0.051367397507816166,-0.051367397507816166,11.82837149888119,11.82837149888119,11.82837149888119,0.0,0.0,0.0,23.642088839918685
281,2016-01-06,12.946841938208111,2.4388540985128286,45.97591881183381,12.946841938208111,12.946841938208111,10.527985864896726,10.527985864896726,10.527985864896726,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992297098838,-0.18304992297098838,-0.18304992297098838,11.767087242488573,11.767087242488573,11.767087242488573,0.0,0.0,0.0,23.474827803104837
282,2016-01-07,12.972547683250054,2.132359808787467,43.395157183154424,12.972547683250054,12.972547683250054,10.112260402851998,10.112260402851998,10.112260402851998,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050918895,-0.5576679050918895,-0.5576679050918895,11.725979762564746,11.725979762564746,11.725979762564746,0.0,0.0,0.0,23.08480808610205
