,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
18,2015-04-18,16.711096555019175,-14.609010096000057,26.6390657885905,16.711096555019175,16.711096555019175,-11.10291021024374,-11.10291021024374,-11.10291021024374,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625746016206,-0.026756625746016206,-0.026756625746016206,-10.020102129876864,-10.020102129876864,-10.020102129876864,0.0,0.0,0.0,5.608186344775435
19,2015-04-19,16.68161658646167,-15.74263584322884,25.990279704124536,16.68161658646167,16.68161658646167,-11.619688247536653,-11.619688247536653,-11.619688247536653,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971642693,-0.5122059971642693,-0.5122059971642693,-10.051430795751525,-10.051430795751525,-10.051430795751525,0.0,0.0,0.0,5.061928338925016
20,2015-04-20,16.65213661790416,-13.907612423568146,27.436688352360175,16.65213661790416,16.65213661790416,-9.322067681600073,-9.322067681600073,-9.322067681600073,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.790919543007025,1.790919543007025,1.790919543007025,-10.056935769986238,-10.056935769986238,-10.056935769986238,0.0,0.0,0.0,7.330068936304086
21,2015-04-21,16.622656649346652,-15.438020429910148,26.223408665945275,16.622656649346652,16.622656649346652,-11.141085003507385,-11.141085003507385,-11.141085003507385,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739751037982,-0.05136739751037982,-0.05136739751037982,-10.033666151376146,-10.033666151376146,-10.033666151376146,0.0,0.0,0.0,5.481571645839267
22,2015-04-22,16.593176680789146,-15.169659325062206,26.756758867258977,16.593176680789146,16.593176680789146,-11.218144102581677,-11.218144102581677,-11.218144102581677,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296985553,-0.18304992296985553,-0.18304992296985553,-9.979042724990961,-9.979042724990961,-9.979042724990961,0.0,0.0,0.0,5.375032578207469
23,2015-04-23,16.56369671223164,-16.522334546065583,26.563931744757497,16.56369671223164,16.56369671223164,-11.504697687369076,-11.504697687369076,-11.504697687369076,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050884858,-0.5576679050884858,-0.5576679050884858,-9.890978327659731,-9.890978327659731,-9.890978327659731,0.0,0.0,0.0,5.058999024862564
24,2015-04-24,16.534216743674133,-14.609454083456939,27.32549381203844,16.534216743674133,16.534216743674133,-11.283910770717197,-11.283910770717197,-11.283910770717197,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945268548,-0.4598716945268548,-0.4598716945268548,-9.767987621569484,-9.767987621569484,-9.767987621569484,0.0,0.0,0.0,5.2503059729569355
25,2015-04-25,16.504736775116623,-14.606286357820885,26.744326753889673,16.504736775116623,16.504736775116623,-10.692090609265952,-10.692090609265952,-10.692090609265952,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625748781477,-0.026756625748781477,-0.026756625748781477,-9.609282528896312,-9.609282528896312,-9.609282528896312,0.0,0.0,0.0,5.812646165850671
26,2015-04-26,16.475256806559116,-13.241320423563304,26.85221919740089,16.475256806559116,16.475256806559116,-10.983107410237253,-10.983107410237253,-10.983107410237253,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971655336,-0.5122059971655336,-0.5122059971655336,-9.41484995845086,-9.41484995845086,-9.41484995845086,0.0,0.0,0.0,5.492149396321864
27,2015-04-27,16.44577683800161,-13.796733195262592,28.48885990868673,16.44577683800161,16.44577683800161,-8.450640851016813,-8.450640851016813,-8.450640851016813,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430076448,1.7909195430076448,1.7909195430076448,-9.185508939403599,-9.185508939403599,-9.185508939403599,0.0,0.0,0.0,7.995135986984797
28,2015-04-28,16.416296869444103,-15.19823669692913,28.354621211898884,16.416296869444103,16.416296869444103,-10.0303637057964,-10.0303637057964,-10.0303637057964,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750813323,-0.05136739750813323,-0.05136739750813323,-8.922944853667408,-8.922944853667408,-8.922944853667408,0.0,0.0,0.0,6.385933163647703
29,2015-04-29,16.386816900886593,-15.09823476839846,26.46926917514642,16.386816900886593,16.386816900886593,-9.868820488469396,-9.868820488469396,-9.868820488469396,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.1830499229712184,-0.1830499229712184,-0.1830499229712184,-8.629719110877318,-8.629719110877318,-8.629719110877318,0.0,0.0,0.0,6.517996412417197
30,2015-04-30,16.357336932329087,-14.20562203867698,29.10897183462803,16.357336932329087,16.357336932329087,-9.922972678991918,-9.922972678991918,-9.922972678991918,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050889299,-0.5576679050889299,-0.5576679050889299,-8.30925331928213,-8.30925331928213,-8.30925331928213,0.0,0.0,0.0,6.4343642533371685
31,2015-05-01,16.32785696377158,-14.65141754173261,27.710707862093855,16.32785696377158,16.32785696377158,-9.481710900776884,-9.481710900776884,-9.481710900776884,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.4598716945280613,-0.4598716945280613,-0.4598716945280613,-7.965787751627965,-7.965787751627965,-7.965787751627965,0.0,0.0,0.0,6.846146062994697
32,2015-05-02,16.29837699521407,-13.21467133347282,28.032762376281063,16.29837699521407,16.29837699521407,-8.687122745813353,-8.687122745813353,-8.687122745813353,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625744372688,-0.026756625744372688,-0.026756625744372688,-7.604314665448122,-7.604314665448122,-7.604314665448122,0.0,0.0,0.0,7.611254249400718
33,2015-05-03,16.268897026656564,-14.107481677532803,29.809969356735397,16.268897026656564,16.268897026656564,-8.79874524144029,-8.79874524144029,-8.79874524144029,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971633282,-0.5122059971633282,-0.5122059971633282,-7.230487789656103,-7.230487789656103,-7.230487789656103,0.0,0.0,0.0,7.470151785216274
34,2015-05-04,16.239417058099058,-10.14822669188687,31.45703956692945,16.239417058099058,16.239417058099058,-6.115641923420991,-6.115641923420991,-6.115641923420991,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.790919543007321,1.790919543007321,1.790919543007321,-6.850510011807454,-6.850510011807454,-6.850510011807454,0.0,0.0,0.0,10.123775134678066
35,2015-05-05,16.20993708954155,-13.222101385942874,28.51954969857296,16.20993708954155,16.20993708954155,-7.57842082336319,-7.57842082336319,-7.57842082336319,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750850495,-0.05136739750850495,-0.05136739750850495,-6.471001971233826,-6.471001971233826,-6.471001971233826,0.0,0.0,0.0,8.631516266178362
36,2015-05-06,16.18045712098404,-11.941308965245288,30.29435877255762,16.18045712098404,16.18045712098404,-7.3379562400973715,-7.3379562400973715,-7.3379562400973715,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296726658,-0.18304992296726658,-0.18304992296726658,-6.0988548625092465,-6.0988548625092465,-6.0988548625092465,0.0,0.0,0.0,8.84250088088667
37,2015-05-07,16.150977152426535,-13.189955813499102,30.47394119987752,16.150977152426535,16.150977152426535,-7.3547906228305475,-7.3547906228305475,-7.3547906228305475,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050874525,-0.5576679050874525,-0.5576679050874525,-5.741071263122237,-5.741071263122237,-5.741071263122237,0.0,0.0,0.0,8.796186529595987
38,2015-05-08,16.121497183869028,-10.774581189427364,30.17702066843153,16.121497183869028,16.121497183869028,-6.920521352513188,-6.920521352513188,-6.920521352513188,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169452452015,-0.45987169452452015,-0.45987169452452015,-5.40459820336781,-5.40459820336781,-5.40459820336781,0.0,0.0,0.0,9.20097583135584
39,2015-05-09,16.09201721531152,-12.240002135062648,30.72775867678446,16.09201721531152,16.09201721531152,-6.178965063059029,-6.178965063059029,-6.178965063059029,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625747158674,-0.026756625747158674,-0.026756625747158674,-5.096156982691012,-5.096156982691012,-5.096156982691012,0.0,0.0,0.0,9.913052152252494
40,2015-05-10,16.062537246754015,-10.66046598357359,30.021251003234006,16.062537246754015,16.062537246754015,-6.390331847583859,-6.390331847583859,-6.390331847583859,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971628576,-0.5122059971628576,-0.5122059971628576,-4.822074395800142,-4.822074395800142,-4.822074395800142,0.0,0.0,0.0,9.672205399170156
41,2015-05-11,16.033057278196505,-9.725114670879012,33.35057096593183,16.033057278196505,16.033057278196505,-3.853251969941667,-3.853251969941667,-3.853251969941667,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430072375,1.7909195430072375,1.7909195430072375,-4.5881200583280455,-4.5881200583280455,-4.5881200583280455,0.0,0.0,0.0,12.179805308254839
42,2015-05-12,16.003577309639,-10.691497764720284,32.21903540949213,16.003577309639,16.003577309639,-5.5067732660255375,-5.5067732660255375,-5.5067732660255375,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.05136739750884296,-0.05136739750884296,-0.05136739750884296,-4.399354413895836,-4.399354413895836,-4.399354413895836,0.0,0.0,0.0,10.496804043613462
43,2015-05-13,15.97409734108149,-9.399668774846171,32.706061667785704,15.97409734108149,15.97409734108149,-5.499093141890851,-5.499093141890851,-5.499093141890851,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992297281492,-0.18304992297281492,-0.18304992297281492,-4.259991764297177,-4.259991764297177,-4.259991764297177,0.0,0.0,0.0,10.47500419919064
44,2015-05-14,15.944617372523984,-9.645155699645136,32.0370036527508,15.944617372523984,15.944617372523984,-5.787001657948474,-5.787001657948474,-5.787001657948474,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050909327,-0.5576679050909327,-0.5576679050909327,-4.173282298236684,-4.173282298236684,-4.173282298236684,0.0,0.0,0.0,10.15761571457551
45,2015-05-15,15.915137403966478,-10.639090308661618,30.189946029359856,15.915137403966478,15.915137403966478,-5.65733976039973,-5.65733976039973,-5.65733976039973,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169453047433,-0.45987169453047433,-0.45987169453047433,-4.141416611248397,-4.141416611248397,-4.141416611248397,0.0,0.0,0.0,10.257797643566747
46,2015-05-16,15.885657435408971,-9.052689875469385,30.714878981610084,15.885657435408971,15.885657435408971,-5.24826370365458,-5.24826370365458,-5.24826370365458,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625749923945,-0.026756625749923945,-0.026756625749923945,-4.165455623283797,-4.165455623283797,-4.165455623283797,0.0,0.0,0.0,10.637393731754392
47,2015-05-17,15.856177466851461,-11.292838587272355,29.46797483210013,15.856177466851461,15.856177466851461,-5.813545578851426,-5.813545578851426,-5.813545578851426,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5122059971671535,-0.5122059971671535,-0.5122059971671535,-4.2452881270634135,-4.2452881270634135,-4.2452881270634135,0.0,0.0,0.0,10.042631888000034
48,2015-05-18,15.826697498293955,-8.417367340733138,32.73216953625359,15.826697498293955,15.826697498293955,-3.644749370046246,-3.644749370046246,-3.644749370046246,-1.056051454620859,-1.056051454620859,-1.056051454620859,1.7909195430073852,1.7909195430073852,1.7909195430073852,-4.379617458432771,-4.379617458432771,-4.379617458432771,0.0,0.0,0.0,12.181948128247708
49,2015-05-19,15.797217529736448,-10.94684617920191,33.16182737613964,15.797217529736448,15.797217529736448,-5.673396842519428,-5.673396842519428,-5.673396842519428,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.051367397509180894,-0.051367397509180894,-0.051367397509180894,-4.5659779903893885,-4.5659779903893885,-4.5659779903893885,0.0,0.0,0.0,10.12382068721702
50,2015-05-20,15.76773756117894,-12.636639962276254,31.27842698786503,15.76773756117894,15.76773756117894,-6.039882715022993,-6.039882715022993,-6.039882715022993,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.18304992296999228,-0.18304992296999228,-0.18304992296999228,-4.800781337432142,-4.800781337432142,-4.800781337432142,0.0,0.0,0.0,9.727854846155946
51,2015-05-21,15.738257592621434,-11.454525676044375,28.99460184703704,15.738257592621434,15.738257592621434,-6.693110699141879,-6.693110699141879,-6.693110699141879,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.5576679050854584,-0.5576679050854584,-0.5576679050854584,-5.0793913394355625,-5.0793913394355625,-5.0793913394355625,0.0,0.0,0.0,9.045146893479554
52,2015-05-22,15.708777624063924,-13.471357663400479,29.225483125796668,15.708777624063924,15.708777624063924,-6.912149246790878,-6.912149246790878,-6.912149246790878,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.45987169452658694,-0.45987169452658694,-0.45987169452658694,-5.3962260976434315,-5.3962260976434315,-5.3962260976434315,0.0,0.0,0.0,8.796628377273045
53,2015-05-23,15.679297655506417,-11.938633058372542,31.92184036035309,15.679297655506417,15.679297655506417,-6.8276926625868235,-6.8276926625868235,-6.8276926625868235,-1.056051454620859,-1.056051454620859,-1.056051454620859,-0.026756625749112733,-0.026756625749112733,-0.026756625749112733,-5.744884582216852,-5.744884582216852,-5.744884582216852,0.0,0.0,0.0,8.851604992919594
